year_team,po_year,team_full,mean_age,mean_height,mean_weight,PtsSeason,OppPtsSeason,PtsDiff,Reb,Ast,Stl,Blk,To,Pf,Dreb,Oreb,playoffs
2007_Philadelphia 76ers,2007,Philadelphia 76ers,26.125,200.81875,99.4216965,94.9,98.0,-3.0999999999999943,39.7,20.4,7.2,4.8,14.7,20.4,28.7,11.0,False
2007_Phoenix Suns,2007,Phoenix Suns,29.428571428571427,200.84142857142857,100.79462228571428,110.2,102.9,7.299999999999997,40.5,25.6,6.7,4.8,13.9,20.2,31.5,9.0,True
2007_Portland Trail Blazers,2007,Portland Trail Blazers,24.9375,201.29500000000002,100.867521,94.1,98.4,-4.300000000000011,39.3,18.5,6.8,4.6,14.3,23.5,28.0,11.3,False
2007_Sacramento Kings,2007,Sacramento Kings,27.642857142857142,200.47857142857143,102.965384,101.3,103.1,-1.7999999999999972,38.9,20.3,8.2,3.2,14.1,21.8,29.2,9.7,False
2007_San Antonio Spurs,2007,San Antonio Spurs,29.8,202.01466666666664,101.33245280000001,98.5,90.1,8.400000000000006,40.7,21.7,7.2,5.2,13.3,19.6,31.2,9.5,True
2007_Seattle SuperSonics,2007,Seattle SuperSonics,26.375,200.3425,102.001501,99.1,102.0,-2.9000000000000057,39.6,20.7,7.7,3.7,14.5,22.0,28.3,11.3,False
2007_Toronto Raptors,2007,Toronto Raptors,26.3125,200.18375,99.563444,99.5,98.5,1.0,39.3,21.8,7.1,3.9,13.0,20.5,30.3,9.1,True
2007_Utah Jazz,2007,Utah Jazz,25.642857142857142,200.1157142857143,104.61775485714286,101.5,98.6,2.9000000000000057,42.8,24.3,7.1,4.2,15.1,25.1,30.2,12.6,True
2007_Washington Wizards,2007,Washington Wizards,26.75,202.8825,107.331207,104.3,104.9,-0.6000000000000085,41.0,20.2,7.6,4.5,13.0,22.2,28.9,12.1,True
2008_Atlanta Hawks,2008,Atlanta Hawks,24.25,200.025,99.41224666666666,98.2,100.0,-1.7999999999999972,41.9,21.6,7.1,5.5,14.3,20.4,29.7,12.2,True
2008_Boston Celtics,2008,Boston Celtics,28.866666666666667,200.152,100.8788608,100.5,90.3,10.200000000000003,41.5,22.1,8.3,4.5,13.9,23.1,31.2,10.4,True
2008_Charlotte Bobcats,2008,Charlotte Bobcats,27.53846153846154,198.51076923076923,97.62695507692307,97.1,101.4,-4.300000000000011,40.7,21.3,7.5,4.9,13.9,21.7,29.8,10.9,False
2008_Chicago Bulls,2008,Chicago Bulls,24.3125,200.50125,98.996454,97.3,100.4,-3.1000000000000085,43.0,22.1,7.7,5.2,14.1,21.8,30.2,12.8,False
2008_Cleveland Cavaliers,2008,Cleveland Cavaliers,28.4375,201.45375,102.5968405,96.4,96.7,-0.29999999999999716,44.1,20.0,6.9,5.2,13.1,21.0,31.0,13.1,True
2008_Dallas Mavericks,2008,Dallas Mavericks,30.066666666666666,199.64399999999998,101.03005813333334,100.4,95.9,4.5,43.1,20.9,5.9,4.8,12.0,21.7,32.1,11.0,True
2008_Denver Nuggets,2008,Denver Nuggets,27.6,199.47466666666665,100.30431093333333,110.7,107.0,3.700000000000003,44.3,24.4,9.0,6.6,14.4,21.3,32.9,11.4,True
2008_Detroit Pistons,2008,Detroit Pistons,28.266666666666666,201.50666666666666,98.82257706666665,97.5,90.1,7.400000000000006,40.5,22.0,7.2,5.8,11.2,21.1,28.9,11.6,True
2008_Golden State Warriors,2008,Golden State Warriors,26.25,201.13625,98.542862,111.0,108.8,2.200000000000003,43.2,22.4,9.1,4.7,13.0,22.9,30.4,12.7,False
2008_Houston Rockets,2008,Houston Rockets,27.941176470588236,202.15411764705883,102.45842823529412,96.7,92.0,4.700000000000003,44.5,21.0,7.3,5.2,12.9,19.7,32.2,12.3,True
2008_Indiana Pacers,2008,Indiana Pacers,26.625,201.77125,102.1999475,104.0,105.4,-1.4000000000000057,43.1,22.7,7.6,5.0,14.7,23.4,32.1,11.0,False
2008_Los Angeles Clippers,2008,Los Angeles Clippers,27.57894736842105,197.9863157894737,98.4055907368421,93.8,101.1,-7.299999999999997,40.1,21.1,6.8,4.8,13.8,21.3,30.4,9.8,False
2008_Los Angeles Lakers,2008,Los Angeles Lakers,26.533333333333335,203.53866666666667,104.32616,108.6,101.3,7.299999999999997,43.2,23.7,7.8,5.3,13.5,21.2,32.7,10.5,True
2008_Memphis Grizzlies,2008,Memphis Grizzlies,25.071428571428573,200.66,99.27184914285714,100.7,106.9,-6.200000000000003,41.6,19.2,6.1,4.7,15.3,19.4,31.3,10.3,False
2008_Miami Heat,2008,Miami Heat,27.42105263157895,199.99157894736842,99.05016884210526,91.4,100.0,-8.599999999999994,37.6,20.0,7.2,4.3,14.0,20.4,28.5,9.1,False
2008_Milwaukee Bucks,2008,Milwaukee Bucks,26.857142857142858,200.8414285714286,102.38219428571428,97.0,103.9,-6.900000000000006,41.7,21.5,6.7,4.4,14.3,21.3,28.8,12.9,False
2008_Minnesota Timberwolves,2008,Minnesota Timberwolves,26.142857142857142,200.47857142857143,104.779752,95.6,102.4,-6.800000000000011,41.4,19.9,7.5,3.7,13.9,23.0,29.6,11.8,False
2008_New Jersey Nets,2008,New Jersey Nets,26.76923076923077,201.05076923076922,100.59274892307693,95.8,100.9,-5.1000000000000085,41.9,23.5,6.3,4.8,14.4,22.6,30.7,11.1,False
2008_New Orleans Hornets,2008,New Orleans Hornets,27.733333333333334,201.50666666666666,98.85281653333332,100.9,95.6,5.300000000000011,41.9,21.4,7.7,4.1,10.9,18.9,30.6,11.3,True
2008_New York Knicks,2008,New York Knicks,26.4,200.66,106.38244373333333,96.9,103.5,-6.599999999999994,42.5,18.7,6.3,2.6,13.8,21.5,30.0,12.5,False
2008_Orlando Magic,2008,Orlando Magic,27.866666666666667,201.168,102.20939733333333,104.5,99.0,5.5,42.1,20.4,6.2,4.1,13.9,20.6,32.5,9.6,True
2008_Philadelphia 76ers,2008,Philadelphia 76ers,26.23076923076923,200.66,99.51110646153846,96.6,96.2,0.3999999999999915,41.7,20.1,8.7,4.8,13.6,19.7,28.6,13.1,True
2008_Phoenix Suns,2008,Phoenix Suns,30.076923076923077,201.05076923076922,103.80278461538462,110.1,105.0,5.099999999999994,41.5,26.2,6.4,6.4,13.8,20.1,32.7,8.8,True
2008_Portland Trail Blazers,2008,Portland Trail Blazers,24.46153846153846,202.41846153846154,100.24383200000001,95.4,96.3,-0.8999999999999915,40.7,21.1,5.5,4.4,12.1,20.0,29.7,11.0,False
2008_Sacramento Kings,2008,Sacramento Kings,27.41176470588235,202.15411764705883,101.71133552941176,102.5,104.8,-2.299999999999997,40.0,19.1,7.9,4.1,15.3,22.4,29.9,10.1,False
2008_San Antonio Spurs,2008,San Antonio Spurs,30.647058823529413,199.1658823529412,97.94919011764706,95.4,90.6,4.800000000000011,41.3,20.8,6.2,4.1,12.0,19.4,32.0,9.3,True
2008_Seattle SuperSonics,2008,Seattle SuperSonics,26.58823529411765,200.95882352941177,99.89696752941177,97.5,106.3,-8.799999999999997,44.6,21.3,6.5,4.9,15.2,20.5,32.8,11.8,False
2008_Toronto Raptors,2008,Toronto Raptors,27.875,201.93,100.35723,100.2,97.3,2.9000000000000057,40.0,23.8,7.0,4.0,11.1,19.7,30.4,9.6,True
2008_Utah Jazz,2008,Utah Jazz,25.714285714285715,201.20428571428573,104.35855942857143,106.2,99.3,6.900000000000006,41.3,25.8,8.5,4.5,14.0,24.2,29.4,11.9,True
2008_Washington Wizards,2008,Washington Wizards,26.583333333333332,202.56500000000003,103.04098266666666,98.8,99.2,-0.4000000000000057,41.3,19.3,7.7,4.8,12.5,19.8,29.2,12.1,True
2009_Atlanta Hawks,2009,Atlanta Hawks,25.733333333333334,199.30533333333332,103.02586293333334,98.1,96.5,1.5999999999999943,39.4,19.8,7.3,4.4,12.1,19.8,28.8,10.6,True
2009_Boston Celtics,2009,Boston Celtics,27.6,198.79733333333334,100.72766346666667,100.9,93.4,7.5,42.3,22.7,7.6,4.8,14.7,23.3,31.7,10.6,True
2009_Charlotte Bobcats,2009,Charlotte Bobcats,26.529411764705884,201.4070588235294,104.13938682352942,93.6,94.9,-1.3000000000000114,39.7,21.2,7.1,4.8,14.9,21.3,28.9,10.8,False
2009_Chicago Bulls,2009,Chicago Bulls,27.307692307692307,200.46461538461537,97.87119692307692,102.2,102.5,-0.29999999999999716,42.4,21.0,7.4,5.7,14.0,21.0,30.6,11.7,True
2009_Cleveland Cavaliers,2009,Cleveland Cavaliers,27.0625,202.2475,103.6174225,100.3,91.4,8.899999999999991,41.9,20.1,7.2,5.2,11.9,20.3,31.2,10.7,True
2009_Dallas Mavericks,2009,Dallas Mavericks,28.266666666666666,201.168,99.79024,101.7,99.8,1.9000000000000057,42.5,21.3,7.1,5.1,12.2,19.8,31.6,10.9,True
2009_Denver Nuggets,2009,Denver Nuggets,27.153846153846153,200.8553846153846,99.7204566153846,104.3,100.9,3.3999999999999915,41.4,22.3,8.7,5.9,14.4,23.2,30.4,11.0,True
2009_Detroit Pistons,2009,Detroit Pistons,27.76923076923077,200.66,100.41829046153846,94.2,94.7,-0.5,41.1,20.4,5.9,4.5,11.2,21.0,29.7,11.4,True
2009_Golden State Warriors,2009,Golden State Warriors,24.4375,199.7075,96.5867465,108.6,112.3,-3.700000000000003,42.0,20.9,7.8,6.4,14.2,22.5,30.4,11.6,False
2009_Houston Rockets,2009,Houston Rockets,28.4,202.35333333333335,106.08004906666666,98.4,94.4,4.0,42.6,19.8,6.6,4.2,13.3,19.1,32.2,10.4,True
2009_Indiana Pacers,2009,Indiana Pacers,27.214285714285715,202.29285714285714,101.02141828571429,105.1,106.2,-1.1000000000000085,43.7,21.6,7.0,5.3,14.0,23.0,32.5,11.3,False
2009_Los Angeles Clippers,2009,Los Angeles Clippers,27.0,200.81875,102.5401415,95.1,103.9,-8.800000000000011,39.8,21.0,7.0,5.9,14.2,20.1,29.0,10.9,False
2009_Los Angeles Lakers,2009,Los Angeles Lakers,26.333333333333332,203.2,102.54203146666667,106.9,99.3,7.6000000000000085,43.5,22.4,8.6,5.4,13.0,21.2,31.4,12.1,True
2009_Memphis Grizzlies,2009,Memphis Grizzlies,25.0,203.20000000000002,102.511792,93.9,99.3,-5.3999999999999915,38.8,17.4,7.5,4.7,14.2,21.7,28.5,10.3,False
2009_Miami Heat,2009,Miami Heat,26.533333333333335,200.99866666666668,100.81838186666667,98.3,98.0,0.29999999999999716,39.4,20.0,7.8,5.5,12.0,20.7,29.4,10.0,True
2009_Milwaukee Bucks,2009,Milwaukee Bucks,27.8,199.98266666666666,99.54832426666667,99.3,100.4,-1.1000000000000085,40.7,22.0,7.4,3.8,13.6,24.1,28.9,11.9,False
2009_Minnesota Timberwolves,2009,Minnesota Timberwolves,26.733333333333334,200.49066666666667,102.36059466666667,97.8,102.7,-4.900000000000006,41.7,20.4,6.2,3.9,13.5,21.6,29.8,11.9,False
2009_New Jersey Nets,2009,New Jersey Nets,25.785714285714285,201.93,101.66940685714287,98.1,100.5,-2.4000000000000057,39.8,20.0,6.8,4.8,12.4,22.4,29.4,10.4,False
2009_New Orleans Hornets,2009,New Orleans Hornets,29.285714285714285,203.01857142857145,101.2482142857143,95.8,94.3,1.5,39.5,19.4,7.2,4.0,12.0,20.4,29.8,9.7,True
2009_New York Knicks,2009,New York Knicks,25.764705882352942,203.49882352941177,104.35284188235293,105.2,107.8,-2.5999999999999943,42.1,21.2,7.4,2.5,13.9,20.3,31.0,11.1,False
2009_Oklahoma City Thunder,2009,Oklahoma City Thunder,25.75,201.13625000000002,101.2360645,97.0,103.1,-6.099999999999994,42.6,20.3,7.4,4.6,15.5,20.0,30.5,12.2,False
2009_Orlando Magic,2009,Orlando Magic,28.5,199.20857142857145,97.19828571428572,101.0,94.4,6.599999999999994,42.2,19.3,6.9,5.2,13.3,20.5,32.5,9.6,True
2009_Philadelphia 76ers,2009,Philadelphia 76ers,28.0,200.07384615384615,101.43014953846154,97.4,97.3,0.10000000000000853,40.9,19.9,7.9,4.9,13.5,20.3,28.5,12.3,True
2009_Phoenix Suns,2009,Phoenix Suns,27.714285714285715,200.66,101.24821428571428,109.4,107.5,1.9000000000000057,41.7,23.2,7.2,5.1,15.4,20.5,30.7,11.0,False
2009_Portland Trail Blazers,2009,Portland Trail Blazers,24.428571428571427,202.83714285714285,100.08183485714287,99.4,94.1,5.300000000000011,41.3,19.9,6.7,5.1,12.0,20.3,28.6,12.7,True
2009_Sacramento Kings,2009,Sacramento Kings,26.714285714285715,201.02285714285716,99.66064228571429,100.6,109.3,-8.700000000000003,39.1,19.7,6.9,4.3,15.4,23.3,28.9,10.2,False
2009_San Antonio Spurs,2009,San Antonio Spurs,29.526315789473685,199.32315789473682,99.2889014736842,97.0,93.3,3.700000000000003,40.9,20.9,5.8,4.0,11.1,19.0,32.0,8.9,True
2009_Toronto Raptors,2009,Toronto Raptors,26.3125,201.77125,102.511792,99.0,101.9,-2.9000000000000057,40.4,22.4,6.4,4.8,12.8,19.3,30.6,9.8,False
2009_Utah Jazz,2009,Utah Jazz,26.4,201.33733333333333,105.71717546666667,103.6,100.9,2.6999999999999886,41.1,24.7,8.8,4.5,14.3,22.4,29.5,11.6,True
2009_Washington Wizards,2009,Washington Wizards,27.066666666666666,202.52266666666668,101.57436853333334,96.1,103.5,-7.400000000000006,40.1,20.0,7.5,4.5,13.5,20.5,28.4,11.7,False
2010_Atlanta Hawks,2010,Atlanta Hawks,27.214285714285715,202.11142857142858,104.48815714285715,101.7,97.0,4.700000000000003,41.5,21.2,7.1,5.0,11.3,20.0,29.5,12.0,True
2010_Boston Celtics,2010,Boston Celtics,29.066666666666666,198.96666666666667,102.39083413333333,99.2,95.6,3.6000000000000085,38.7,23.0,8.4,4.8,13.9,22.7,30.0,8.8,True
2010_Charlotte Bobcats,2010,Charlotte Bobcats,27.133333333333333,202.35333333333335,100.84862133333333,95.3,93.8,1.5,40.6,20.2,7.6,5.4,14.8,19.8,30.3,10.4,True
2010_Chicago Bulls,2010,Chicago Bulls,27.466666666666665,199.136,98.58066133333334,97.5,99.1,-1.5999999999999943,44.4,20.7,6.3,5.7,13.4,20.2,33.0,11.4,True
2010_Cleveland Cavaliers,2010,Cleveland Cavaliers,28.2,201.168,102.81418666666667,102.1,95.6,6.5,42.2,22.2,6.7,5.3,13.2,19.7,32.6,9.5,True
2010_Dallas Mavericks,2010,Dallas Mavericks,30.692307692307693,199.2923076923077,100.10426523076923,102.0,99.3,2.700000000000003,41.8,23.1,7.5,5.4,12.4,19.3,31.6,10.3,True
2010_Denver Nuggets,2010,Denver Nuggets,27.923076923076923,200.46461538461537,101.53482461538462,106.5,102.4,4.099999999999994,41.3,20.8,8.1,5.1,13.5,23.1,30.4,10.8,True
2010_Detroit Pistons,2010,Detroit Pistons,27.428571428571427,201.02285714285716,100.14663371428571,94.0,99.1,-5.099999999999994,40.2,19.4,7.2,3.8,12.7,22.2,27.3,12.8,False
2010_Golden State Warriors,2010,Golden State Warriors,26.529411764705884,201.12823529411767,98.5254574117647,108.8,112.4,-3.6000000000000085,38.4,22.4,9.2,4.2,14.3,23.0,29.2,9.2,False
2010_Houston Rockets,2010,Houston Rockets,26.3125,200.18375,99.9886865,102.4,102.7,-0.29999999999999716,42.0,21.8,7.0,3.9,13.8,20.9,30.1,11.8,False
2010_Indiana Pacers,2010,Indiana Pacers,26.785714285714285,201.02285714285716,100.50302742857143,100.8,103.8,-3.0,41.5,21.1,7.1,5.4,14.2,22.5,31.9,9.6,False
2010_Los Angeles Clippers,2010,Los Angeles Clippers,27.1875,200.025,99.960337,95.7,102.1,-6.3999999999999915,41.8,22.1,6.5,5.7,14.9,19.3,30.5,11.3,False
2010_Los Angeles Lakers,2010,Los Angeles Lakers,27.76923076923077,202.02769230769232,103.62832615384615,101.7,97.0,4.700000000000003,44.0,20.8,7.0,5.1,12.8,20.2,31.9,12.1,True
2010_Memphis Grizzlies,2010,Memphis Grizzlies,24.8125,202.565,102.0865495,102.5,104.0,-1.5,43.5,18.8,7.7,4.9,14.5,20.2,30.4,13.0,False
2010_Miami Heat,2010,Miami Heat,27.666666666666668,200.32133333333334,101.03005813333334,96.5,94.2,2.299999999999997,41.6,18.8,7.3,5.5,12.5,21.0,31.0,10.6,True
2010_Milwaukee Bucks,2010,Milwaukee Bucks,28.0625,200.50125,99.9886865,97.7,96.0,1.7000000000000028,42.7,20.8,6.9,4.6,12.6,22.1,31.0,11.7,True
2010_Minnesota Timberwolves,2010,Minnesota Timberwolves,25.066666666666666,202.52266666666668,104.53783626666667,98.2,107.8,-9.599999999999994,42.9,19.8,7.3,3.7,16.3,20.7,31.2,11.7,False
2010_New Jersey Nets,2010,New Jersey Nets,26.2,201.33733333333333,100.99981866666667,92.4,101.5,-9.099999999999994,39.7,18.8,7.0,4.8,13.5,20.0,28.8,10.9,False
2010_New Orleans Hornets,2010,New Orleans Hornets,28.46153846153846,200.46461538461537,100.2787236923077,100.2,102.7,-2.5,40.2,22.3,7.6,3.6,12.8,19.6,29.9,10.4,False
2010_New York Knicks,2010,New York Knicks,26.428571428571427,200.47857142857143,101.21581485714286,102.1,105.9,-3.8000000000000114,40.4,21.6,7.1,3.7,13.4,20.0,30.2,10.2,False
2010_Oklahoma City Thunder,2010,Oklahoma City Thunder,25.647058823529413,200.80941176470589,101.04428847058823,101.5,98.0,3.5,43.5,19.7,7.7,5.9,14.0,21.4,31.8,11.7,True
2010_Orlando Magic,2010,Orlando Magic,28.416666666666668,199.1783333333333,99.82803933333334,102.8,95.3,7.5,42.8,19.3,6.3,5.5,13.5,20.2,33.0,9.8,True
2010_Philadelphia 76ers,2010,Philadelphia 76ers,26.571428571428573,200.1157142857143,97.36028285714285,97.7,101.6,-3.8999999999999915,41.0,21.0,8.1,5.3,13.8,20.5,29.5,11.5,False
2010_Phoenix Suns,2010,Phoenix Suns,27.428571428571427,202.83714285714285,103.51617428571429,110.2,105.3,4.900000000000006,42.5,22.9,5.6,4.9,13.8,21.1,31.5,11.0,True
2010_Portland Trail Blazers,2010,Portland Trail Blazers,26.2,200.82933333333332,100.36478986666665,98.1,94.8,3.299999999999997,40.0,20.4,6.3,4.3,11.5,21.1,28.9,11.1,True
2010_Sacramento Kings,2010,Sacramento Kings,25.9375,202.8825,105.88538249999999,100.0,104.4,-4.400000000000006,42.6,20.5,6.8,4.5,14.2,22.3,30.7,11.9,False
2010_San Antonio Spurs,2010,San Antonio Spurs,28.0,200.47857142857143,100.34103028571428,101.4,96.3,5.1000000000000085,42.6,22.0,6.2,4.6,12.9,20.4,31.8,10.7,True
2010_Toronto Raptors,2010,Toronto Raptors,26.2,202.35333333333335,101.151016,104.1,105.9,-1.8000000000000114,40.4,22.0,5.6,4.7,12.9,22.2,30.6,9.8,False
2010_Utah Jazz,2010,Utah Jazz,25.615384615384617,200.66,105.51247753846154,104.2,98.9,5.299999999999997,41.9,26.4,7.9,4.8,14.4,23.1,31.3,10.7,True
2010_Washington Wizards,2010,Washington Wizards,27.333333333333332,198.82555555555555,97.01828888888889,96.2,101.0,-4.799999999999997,41.7,19.0,6.0,5.1,14.1,21.4,30.0,11.7,False
2011_Atlanta Hawks,2011,Atlanta Hawks,27.785714285714285,203.20000000000002,105.29814285714285,95.0,95.8,-0.7999999999999972,39.0,21.5,6.0,4.3,12.6,19.1,29.8,9.2,True
2011_Boston Celtics,2011,Boston Celtics,29.125,200.9775,103.6741215,96.5,91.1,5.400000000000006,38.8,23.2,8.2,4.2,13.7,20.6,30.9,7.9,True
2011_Charlotte Bobcats,2011,Charlotte Bobcats,27.0,201.6125,102.001501,93.3,97.3,-4.0,40.1,21.1,6.4,5.3,13.7,20.0,29.8,10.3,False
2011_Chicago Bulls,2011,Chicago Bulls,28.428571428571427,200.66000000000003,99.20705028571429,98.6,91.3,7.299999999999997,44.1,21.9,7.2,5.9,13.3,20.2,32.0,12.1,True
2011_Cleveland Cavaliers,2011,Cleveland Cavaliers,26.375,200.9775,102.4267435,95.5,104.5,-9.0,40.3,21.0,6.6,4.2,14.2,20.1,29.9,10.4,False
2011_Dallas Mavericks,2011,Dallas Mavericks,29.733333333333334,200.99866666666668,98.85281653333332,100.2,96.0,4.200000000000003,40.8,23.1,6.8,4.2,13.3,19.4,31.3,9.5,True
2011_Denver Nuggets,2011,Denver Nuggets,26.785714285714285,202.83714285714288,105.26574342857143,107.5,102.7,4.799999999999997,41.8,21.9,7.3,4.2,13.7,21.1,32.2,9.5,True
2011_Detroit Pistons,2011,Detroit Pistons,27.846153846153847,202.22307692307692,100.41829046153846,97.0,100.6,-3.5999999999999943,38.6,21.1,7.3,4.0,12.2,19.9,27.3,11.3,False
2011_Golden State Warriors,2011,Golden State Warriors,26.0,200.3457142857143,98.21274457142856,103.4,105.7,-2.299999999999997,40.5,22.5,9.0,5.0,14.1,22.0,28.9,11.6,False
2011_Houston Rockets,2011,Houston Rockets,26.333333333333332,203.36933333333334,104.38663893333334,105.9,103.7,2.200000000000003,42.8,23.8,7.1,4.5,12.8,20.0,31.1,11.7,False
2011_Indiana Pacers,2011,Indiana Pacers,26.4,200.82933333333332,99.30640853333334,99.8,100.9,-1.1000000000000085,43.2,19.4,7.2,5.5,14.7,21.8,32.0,11.3,True
2011_Los Angeles Clippers,2011,Los Angeles Clippers,25.357142857142858,200.1157142857143,104.71495314285714,98.6,101.8,-3.200000000000003,42.1,22.1,7.1,4.9,15.5,21.1,30.5,11.6,False
2011_Los Angeles Lakers,2011,Los Angeles Lakers,29.6,202.01466666666667,104.35639946666667,101.5,95.4,6.099999999999994,43.6,21.6,7.3,5.1,12.5,19.1,31.5,12.1,True
2011_Memphis Grizzlies,2011,Memphis Grizzlies,26.0,199.39,100.187133,99.9,97.6,2.3000000000000114,41.3,20.4,9.2,5.5,13.3,21.2,29.4,11.9,True
2011_Miami Heat,2011,Miami Heat,30.875,202.565,106.2822755,102.1,94.6,7.5,41.9,19.3,6.8,5.4,13.1,20.2,32.2,9.7,True
2011_Milwaukee Bucks,2011,Milwaukee Bucks,27.733333333333334,198.96666666666667,99.91119786666667,91.9,92.7,-0.7999999999999972,40.8,18.8,7.5,4.9,12.5,20.5,30.2,10.5,False
2011_Minnesota Timberwolves,2011,Minnesota Timberwolves,24.357142857142858,199.93428571428572,99.8874382857143,101.1,107.7,-6.6000000000000085,44.4,20.1,7.2,5.2,16.5,22.3,31.2,13.2,False
2011_New Jersey Nets,2011,New Jersey Nets,26.176470588235293,199.61411764705883,97.62900752941177,94.2,100.4,-6.200000000000003,40.8,21.0,5.6,4.7,13.0,22.0,29.7,11.1,False
2011_New Orleans Hornets,2011,New Orleans Hornets,27.066666666666666,202.692,103.81208906666667,94.9,94.0,0.9000000000000057,39.7,20.6,7.3,4.3,12.2,21.1,29.8,9.9,True
2011_New York Knicks,2011,New York Knicks,27.2,200.15200000000002,99.12497173333333,106.5,105.7,0.7999999999999972,40.4,21.2,7.6,5.8,13.4,21.1,29.9,10.5,True
2011_Oklahoma City Thunder,2011,Oklahoma City Thunder,25.533333333333335,200.32133333333334,102.57227093333333,104.8,101.0,3.799999999999997,43.3,19.9,7.7,6.2,13.7,22.8,31.9,11.4,True
2011_Orlando Magic,2011,Orlando Magic,28.0,199.8133333333333,101.79360466666667,99.2,93.7,5.5,43.1,19.6,6.6,4.6,14.3,20.1,32.5,10.6,True
2011_Philadelphia 76ers,2011,Philadelphia 76ers,27.066666666666666,201.676,100.15311360000001,99.0,97.5,1.5,41.7,22.6,7.5,4.3,12.0,19.5,31.4,10.4,True
2011_Phoenix Suns,2011,Phoenix Suns,28.214285714285715,201.74857142857144,101.151016,105.0,105.9,-0.9000000000000057,40.2,23.7,6.7,4.4,13.6,20.3,30.2,10.0,False
2011_Portland Trail Blazers,2011,Portland Trail Blazers,27.875,202.2475,99.79024,96.3,94.8,1.5,39.2,20.9,7.9,4.4,12.3,19.4,27.3,11.9,True
2011_Sacramento Kings,2011,Sacramento Kings,25.066666666666666,200.99866666666668,100.36478986666665,99.4,104.7,-5.299999999999997,43.9,20.4,7.4,4.8,15.6,22.0,30.8,13.1,False
2011_San Antonio Spurs,2011,San Antonio Spurs,28.6875,199.39000000000001,100.640725,103.7,98.0,5.700000000000003,41.9,22.1,7.3,4.6,12.9,19.1,31.7,10.1,True
2011_Toronto Raptors,2011,Toronto Raptors,25.41176470588235,202.30352941176469,102.75192894117647,99.1,105.4,-6.300000000000011,40.3,21.9,6.9,4.3,14.0,22.0,28.6,11.7,False
2011_Utah Jazz,2011,Utah Jazz,26.9375,202.565,103.6174225,99.4,101.3,-1.8999999999999915,39.5,23.4,7.7,5.9,13.6,22.7,28.5,11.0,False
2011_Washington Wizards,2011,Washington Wizards,25.352941176470587,201.85529411764705,101.31110729411765,97.3,104.7,-7.400000000000006,41.3,19.4,8.1,6.1,14.7,22.6,29.0,12.4,False
2012_Atlanta Hawks,2012,Atlanta Hawks,30.133333333333333,201.676,104.17496266666667,96.6,93.2,3.3999999999999915,41.3,22.0,7.9,4.5,13.4,18.0,31.4,9.9,True
2012_Boston Celtics,2012,Boston Celtics,28.647058823529413,201.4070588235294,101.151016,91.8,89.3,2.5,39.0,22.7,7.7,5.3,13.7,20.3,31.3,7.8,True
2012_Charlotte Bobcats,2012,Charlotte Bobcats,26.266666666666666,200.852,100.35262453333333,87.0,100.9,-13.900000000000006,39.0,20.1,6.0,5.5,14.5,18.9,28.7,10.3,False
2012_Chicago Bulls,2012,Chicago Bulls,28.642857142857142,199.75285714285715,97.295484,96.3,88.2,8.099999999999994,46.7,23.1,6.8,5.9,13.5,17.5,33.0,13.7,True
2012_Cleveland Cavaliers,2012,Cleveland Cavaliers,25.875,200.3425,100.980919,93.0,100.2,-7.200000000000003,42.3,19.8,7.1,4.0,14.6,20.0,29.5,12.7,False
2012_Dallas Mavericks,2012,Dallas Mavericks,30.066666666666666,201.33733333333333,99.82047946666667,95.8,94.8,1.0,42.6,20.6,8.5,5.0,13.6,18.7,32.5,10.1,True
2012_Denver Nuggets,2012,Denver Nuggets,26.0,202.52266666666668,100.57646613333333,104.1,101.2,2.8999999999999915,43.5,23.7,8.1,5.2,14.5,19.8,31.9,11.6,True
2012_Detroit Pistons,2012,Detroit Pistons,27.571428571428573,200.1157142857143,98.13786914285716,90.9,95.7,-4.799999999999997,40.3,18.7,7.0,4.2,14.6,19.6,28.5,11.7,False
2012_Golden State Warriors,2012,Golden State Warriors,26.470588235294116,203.34941176470588,102.67188329411765,97.8,101.2,-3.4000000000000057,39.2,22.3,8.0,5.5,13.4,21.4,29.5,9.7,False
2012_Houston Rockets,2012,Houston Rockets,27.2,197.97333333333333,97.90672373333334,98.1,97.9,0.19999999999998863,42.2,21.3,7.5,4.8,13.8,20.4,30.5,11.7,False
2012_Indiana Pacers,2012,Indiana Pacers,26.866666666666667,201.168,101.36269226666667,97.7,94.4,3.299999999999997,43.9,18.3,7.8,5.4,13.3,21.7,31.4,12.5,True
2012_Los Angeles Clippers,2012,Los Angeles Clippers,27.8,197.78133333333332,101.51388960000001,97.5,95.0,2.5,40.9,20.5,8.6,5.0,12.5,21.6,29.2,11.6,True
2012_Los Angeles Lakers,2012,Los Angeles Lakers,27.4,201.84533333333331,100.93933973333333,97.3,95.9,1.3999999999999915,46.0,21.9,5.9,5.7,14.1,17.2,33.6,12.4,True
2012_Memphis Grizzlies,2012,Memphis Grizzlies,26.9375,199.54874999999998,103.0504325,95.0,93.0,2.0,42.1,19.2,9.3,5.2,14.0,20.3,29.4,12.7,True
2012_Miami Heat,2012,Miami Heat,29.066666666666666,202.184,104.779752,98.5,92.5,6.0,41.3,19.3,8.5,5.3,14.1,19.7,31.0,10.3,True
