year_team,po_year,team_full,mean_age,mean_height,mean_weight,PtsSeason,OppPtsSeason,PtsDiff,Reb,Ast,Stl,Blk,To,Pf,Dreb,Oreb,playoffs
2017_Golden State Warriors,2017,Golden State Warriors,28.625,203.35875000000001,103.2205295,115.9,104.3,11.600000000000009,44.7,30.0,9.4,6.7,14.3,19.7,35.3,9.4,True
2017_Houston Rockets,2017,Houston Rockets,26.466666666666665,199.64399999999998,98.27826666666667,115.3,109.6,5.700000000000003,44.2,24.6,8.1,4.3,14.3,20.0,33.4,10.8,True
2017_Indiana Pacers,2017,Indiana Pacers,27.5,199.23125,101.6329575,105.1,105.3,-0.20000000000000284,42.0,22.5,8.2,5.0,13.2,19.6,32.8,9.2,True
2017_Los Angeles Clippers,2017,Los Angeles Clippers,30.066666666666666,200.152,101.93724213333333,108.7,104.4,4.299999999999997,42.6,22.2,7.4,4.1,12.4,19.9,33.7,9.0,True
2017_Los Angeles Lakers,2017,Los Angeles Lakers,26.5,202.565,100.35723,104.6,111.5,-6.900000000000006,43.5,20.9,8.2,3.9,15.2,20.7,32.1,11.4,False
2017_Memphis Grizzlies,2017,Memphis Grizzlies,27.8125,200.3425,99.903638,100.5,100.0,0.5,42.3,21.1,7.8,4.1,12.3,22.4,31.7,10.6,True
2017_Miami Heat,2017,Miami Heat,27.357142857142858,200.84142857142857,100.11423428571428,103.2,102.1,1.1000000000000085,43.7,21.2,7.2,5.8,12.6,20.5,33.0,10.7,False
2017_Milwaukee Bucks,2017,Milwaukee Bucks,26.294117647058822,203.79764705882351,102.3250188235294,103.6,103.8,-0.20000000000000284,40.3,24.0,8.1,5.3,13.4,20.3,31.5,8.8,True
2017_Minnesota Timberwolves,2017,Minnesota Timberwolves,26.133333333333333,200.99866666666668,98.2480272,105.6,106.7,-1.1000000000000085,42.5,23.7,8.0,4.5,13.5,20.1,31.0,11.5,False
2017_New Orleans Pelicans,2017,New Orleans Pelicans,26.88235294117647,201.5764705882353,97.88509223529411,104.3,106.4,-2.1000000000000085,43.8,22.8,7.8,5.6,12.3,18.2,35.1,8.7,False
2017_New York Knicks,2017,New York Knicks,27.266666666666666,203.2,99.03425333333333,104.3,108.0,-3.700000000000003,45.1,21.8,7.1,5.5,13.2,20.3,33.2,12.0,False
2017_Oklahoma City Thunder,2017,Oklahoma City Thunder,26.133333333333333,201.50666666666666,99.57856373333334,106.6,105.8,0.7999999999999972,46.5,20.9,7.9,5.3,14.5,21.0,34.2,12.3,True
2017_Orlando Magic,2017,Orlando Magic,25.77777777777778,200.66,98.10186977777778,101.1,107.6,-6.5,43.2,22.2,7.1,4.9,12.9,19.3,33.4,9.9,False
2017_Philadelphia 76ers,2017,Philadelphia 76ers,25.1875,201.93,102.0582,102.4,108.1,-5.699999999999989,42.8,23.8,8.4,5.1,16.0,21.9,33.0,9.8,False
2017_Phoenix Suns,2017,Phoenix Suns,25.58823529411765,199.31529411764706,97.28214305882354,107.7,113.3,-5.599999999999994,45.0,19.6,8.2,4.9,14.9,24.8,33.0,11.9,False
2017_Portland Trail Blazers,2017,Portland Trail Blazers,24.571428571428573,201.3857142857143,99.46624571428572,107.9,108.5,-0.5999999999999943,43.7,20.9,7.0,5.0,13.2,21.2,33.5,10.1,True
2017_Sacramento Kings,2017,Sacramento Kings,26.4375,198.59625,97.2104355,102.8,106.7,-3.9000000000000057,41.1,22.5,7.6,4.0,14.1,20.3,32.4,8.7,False
2017_San Antonio Spurs,2017,San Antonio Spurs,29.0,200.50125,97.52228,105.3,98.1,7.200000000000003,44.0,23.4,8.0,5.7,12.7,18.3,33.5,10.5,True
2017_Toronto Raptors,2017,Toronto Raptors,25.6875,201.13625000000002,100.413929,106.9,102.6,4.300000000000011,42.8,18.6,8.2,4.9,11.9,20.8,32.6,10.2,True
2017_Utah Jazz,2017,Utah Jazz,26.733333333333334,201.84533333333331,100.75790293333333,100.7,96.8,3.9000000000000057,42.8,20.1,6.8,4.8,12.7,19.1,33.7,9.1,True
2017_Washington Wizards,2017,Washington Wizards,26.058823529411764,201.10823529411766,98.26937270588235,109.2,107.4,1.7999999999999972,42.8,23.7,8.4,4.5,13.4,21.5,32.5,10.4,True
2018_Atlanta Hawks,2018,Atlanta Hawks,25.210526315789473,199.7242105263158,93.29671242105263,103.4,108.8,-5.3999999999999915,41.9,23.7,7.8,4.2,15.0,19.6,32.8,9.0,False
2018_Brooklyn Nets,2018,Brooklyn Nets,25.22222222222222,201.08333333333334,98.85785644444444,106.6,110.3,-3.700000000000003,44.4,23.7,6.3,4.8,14.2,20.6,34.8,9.6,False
2018_Boston Celtics,2018,Boston Celtics,25.789473684210527,198.52105263157895,100.14833894736842,104.0,100.4,3.5999999999999943,43.9,22.2,7.3,4.5,12.9,19.9,34.7,9.3,True
2018_Charlotte Hornets,2018,Charlotte Hornets,25.88235294117647,201.10823529411766,98.88305600000001,108.2,108.0,0.20000000000000284,45.4,21.6,6.8,4.6,12.3,17.2,35.4,10.0,False
2018_Chicago Bulls,2018,Chicago Bulls,25.157894736842106,200.25894736842105,100.12446568421052,102.9,110.0,-7.099999999999994,44.7,23.5,7.6,3.5,13.3,19.2,35.1,9.6,False
2018_Cleveland Cavaliers,2018,Cleveland Cavaliers,29.0,201.77125,101.604608,110.9,109.9,1.0,41.9,22.5,6.9,3.9,13.0,18.8,33.2,8.8,True
2018_Dallas Mavericks,2018,Dallas Mavericks,27.0,202.35333333333332,99.20705028571427,102.3,105.4,-3.1000000000000085,41.3,22.7,7.0,3.7,11.8,19.2,33.1,8.1,False
2018_Denver Nuggets,2018,Denver Nuggets,26.705882352941178,200.95882352941177,99.63014870588235,110.0,108.5,1.5,44.5,25.1,7.7,4.9,14.3,18.7,33.5,11.0,False
2018_Detroit Pistons,2018,Detroit Pistons,26.77777777777778,197.41444444444446,98.02627111111111,103.8,103.9,-0.10000000000000853,43.7,22.8,7.7,3.9,12.8,18.4,33.6,10.1,False
2018_Golden State Warriors,2018,Golden State Warriors,28.529411764705884,203.20000000000002,100.32387764705882,113.5,107.5,6.0,43.8,28.6,8.0,7.1,14.5,19.6,35.2,8.6,True
2018_Houston Rockets,2018,Houston Rockets,29.05263157894737,199.85789473684213,97.9519987368421,112.4,103.9,8.5,43.4,21.1,8.5,4.9,12.9,19.4,34.4,9.0,True
2018_Indiana Pacers,2018,Indiana Pacers,26.263157894736842,200.52631578947367,101.74784757894737,105.6,104.2,1.3999999999999915,42.2,22.1,8.7,4.1,12.7,19.1,32.7,9.5,True
2018_Los Angeles Clippers,2018,Los Angeles Clippers,26.736842105263158,199.59052631578948,99.62312715789474,109.0,109.0,0.0,43.9,22.3,7.7,4.5,14.1,20.0,33.8,10.1,False
2018_Los Angeles Lakers,2018,Los Angeles Lakers,25.85,201.168,99.13253160000001,108.1,109.6,-1.5,46.4,23.8,7.7,4.7,15.3,21.2,35.7,10.7,False
2018_Memphis Grizzlies,2018,Memphis Grizzlies,25.952380952380953,199.81333333333333,96.07510552380953,99.3,105.5,-6.200000000000003,40.6,21.5,7.5,4.9,14.5,23.2,31.0,9.5,False
2018_Miami Heat,2018,Miami Heat,27.055555555555557,199.39,99.16025111111111,103.4,102.9,0.5,43.3,22.7,7.6,5.4,13.8,20.6,34.0,9.3,True
2018_Milwaukee Bucks,2018,Milwaukee Bucks,26.105263157894736,201.06105263157895,99.21728168421052,106.5,106.8,-0.29999999999999716,39.8,23.1,8.6,5.5,13.1,21.5,31.6,8.2,True
2018_Minnesota Timberwolves,2018,Minnesota Timberwolves,27.666666666666668,200.66,98.27826666666667,109.5,107.3,2.200000000000003,42.1,22.7,8.2,4.1,11.8,18.2,31.9,10.2,True
2018_New Orleans Pelicans,2018,New Orleans Pelicans,28.27777777777778,198.54333333333335,96.79149288888888,111.7,110.4,1.2999999999999972,44.5,26.8,8.0,5.8,14.4,19.2,35.9,8.6,True
2018_New York Knicks,2018,New York Knicks,26.05263157894737,201.59578947368422,99.88573305263158,104.5,108.0,-3.5,44.0,23.3,6.7,5.1,14.2,20.5,33.6,10.5,False
2018_Oklahoma City Thunder,2018,Oklahoma City Thunder,27.166666666666668,201.22444444444443,98.50506266666667,107.9,104.4,3.5,45.0,21.0,9.1,5.0,13.5,20.3,32.7,12.3,True
2018_Orlando Magic,2018,Orlando Magic,25.941176470588236,201.25764705882352,98.45614588235294,103.4,108.2,-4.799999999999997,41.7,23.4,7.5,4.9,14.0,19.3,32.9,8.8,False
2018_Philadelphia 76ers,2018,Philadelphia 76ers,25.68421052631579,199.45684210526315,97.97587200000001,109.8,105.3,4.5,47.7,26.9,8.2,5.0,15.7,22.2,36.5,11.2,True
2018_Phoenix Suns,2018,Phoenix Suns,24.5,199.81333333333333,97.39628222222223,103.9,113.3,-9.399999999999991,44.1,21.3,6.9,4.5,15.7,22.0,33.9,10.3,False
2018_Portland Trail Blazers,2018,Portland Trail Blazers,24.666666666666668,202.86133333333333,101.0602976,105.6,103.0,2.5999999999999943,45.3,19.5,7.1,5.1,13.1,19.5,35.1,10.2,True
2018_Sacramento Kings,2018,Sacramento Kings,26.625,201.29500000000002,100.6123755,98.8,105.8,-7.0,40.9,21.6,7.9,4.1,13.2,20.0,31.4,9.5,False
2018_San Antonio Spurs,2018,San Antonio Spurs,28.055555555555557,199.2488888888889,97.27028444444444,102.7,99.8,2.9000000000000057,43.8,22.6,7.7,5.5,12.6,17.4,33.6,10.2,True
2018_Toronto Raptors,2018,Toronto Raptors,25.625,200.50125,98.486163,111.7,103.9,7.799999999999997,43.6,24.1,7.4,6.1,12.9,21.8,33.8,9.7,True
2018_Utah Jazz,2018,Utah Jazz,26.15,199.39000000000001,99.6314828,104.1,99.8,4.299999999999997,43.5,22.2,8.5,5.1,14.2,19.7,34.4,9.1,True
2018_Washington Wizards,2018,Washington Wizards,27.6,201.168,97.94563253333334,106.6,106.0,0.5999999999999943,42.8,25.1,7.9,4.3,13.9,21.3,32.9,9.9,True
2019_Atlanta Hawks,2019,Atlanta Hawks,25.11111111111111,202.63555555555556,100.26903155555556,113.3,119.4,-6.1000000000000085,46.1,25.8,8.2,5.2,16.6,23.6,34.5,11.6,False
2019_Brooklyn Nets,2019,Brooklyn Nets,25.470588235294116,200.21176470588236,97.89582635294117,112.2,112.3,-0.09999999999999432,46.2,23.6,6.6,4.1,14.4,21.6,35.2,11.0,True
2019_Boston Celtics,2019,Boston Celtics,25.875,200.025,101.49121,112.4,108.0,4.400000000000006,44.9,25.8,8.3,5.2,12.6,20.4,35.3,9.6,True
2019_Charlotte Hornets,2019,Charlotte Hornets,26.41176470588235,198.71764705882353,96.82855105882354,110.7,111.8,-1.0999999999999943,43.9,23.2,7.2,5.0,11.6,18.9,33.9,10.0,False
2019_Chicago Bulls,2019,Chicago Bulls,24.166666666666668,198.40222222222224,96.28750177777778,104.9,113.4,-8.5,42.9,21.9,7.3,4.3,13.5,20.3,34.2,8.7,False
2019_Cleveland Cavaliers,2019,Cleveland Cavaliers,26.142857142857142,200.41809523809522,97.95427238095239,104.5,114.1,-9.599999999999994,42.7,20.7,6.5,2.4,13.5,20.0,31.9,10.7,False
2019_Dallas Mavericks,2019,Dallas Mavericks,28.0625,200.18375,95.3393685,108.9,110.1,-1.1999999999999886,45.3,23.4,6.5,4.3,13.6,20.1,35.2,10.1,False
2019_Denver Nuggets,2019,Denver Nuggets,25.555555555555557,200.09555555555556,97.16948622222223,110.7,106.7,4.0,46.6,26.9,7.4,4.5,12.3,20.3,34.5,12.1,True
2019_Detroit Pistons,2019,Detroit Pistons,27.470588235294116,197.82117647058823,97.41555247058824,107.0,107.3,-0.29999999999999716,44.9,22.5,7.0,4.0,12.8,22.2,33.5,11.4,True
2019_Golden State Warriors,2019,Golden State Warriors,27.941176470588236,202.45294117647057,101.25774352941177,117.7,111.2,6.5,45.6,29.2,7.5,6.3,13.9,21.8,35.8,9.8,True
2019_Houston Rockets,2019,Houston Rockets,27.75,199.898,99.29128879999999,113.9,109.1,4.800000000000011,42.1,20.9,8.6,4.9,12.9,22.0,32.0,10.1,True
2019_Indiana Pacers,2019,Indiana Pacers,26.058823529411764,200.06235294117647,98.08259952941177,108.0,104.7,3.299999999999997,42.9,25.7,8.7,4.9,13.2,19.5,33.7,9.3,True
2019_Los Angeles Clippers,2019,Los Angeles Clippers,27.36842105263158,200.39263157894737,96.08988421052632,115.1,114.3,0.7999999999999972,45.1,24.1,6.9,4.6,13.8,23.5,35.4,9.7,True
2019_Los Angeles Lakers,2019,Los Angeles Lakers,26.9,201.041,97.1594064,111.8,113.5,-1.7000000000000028,46.6,25.6,7.5,5.4,15.2,20.7,36.4,10.2,False
2019_Memphis Grizzlies,2019,Memphis Grizzlies,26.863636363636363,201.00636363636366,95.8316189090909,103.5,106.1,-2.5999999999999943,41.8,23.9,8.3,5.5,13.2,22.0,33.0,8.8,False
2019_Miami Heat,2019,Miami Heat,27.8,202.52266666666668,102.66298933333334,105.7,105.9,-0.20000000000000284,46.4,24.3,7.6,5.4,14.1,20.9,35.1,11.2,False
2019_Milwaukee Bucks,2019,Milwaukee Bucks,27.333333333333332,199.10777777777778,99.76504044444444,118.1,109.3,8.799999999999997,50.1,25.9,7.3,6.0,13.1,19.9,40.7,9.4,True
2019_Minnesota Timberwolves,2019,Minnesota Timberwolves,27.333333333333332,199.95444444444445,100.69742400000001,112.5,114.0,-1.5,44.8,24.6,8.3,5.0,12.6,20.3,33.5,11.3,False
2019_New Orleans Pelicans,2019,New Orleans Pelicans,25.941176470588236,200.5105882352941,99.55010305882354,115.4,116.8,-1.3999999999999915,47.3,27.0,7.4,5.4,14.5,21.1,36.2,11.1,False
2019_New York Knicks,2019,New York Knicks,23.941176470588236,202.15411764705883,101.25774352941177,104.6,113.8,-9.200000000000003,44.8,20.1,6.8,5.2,13.4,20.9,34.3,10.5,False
2019_Oklahoma City Thunder,2019,Oklahoma City Thunder,25.705882352941178,199.61411764705883,98.88305600000001,114.5,111.1,3.4000000000000057,47.8,23.3,9.2,5.2,13.7,22.5,35.4,12.4,True
2019_Orlando Magic,2019,Orlando Magic,24.764705882352942,200.66000000000003,96.42832282352941,107.3,106.6,0.7000000000000028,45.3,25.2,6.6,5.4,12.8,18.6,35.3,10.0,True
2019_Philadelphia 76ers,2019,Philadelphia 76ers,26.105263157894736,202.66526315789474,101.50911494736842,115.2,112.5,2.700000000000003,47.9,26.6,7.2,5.3,14.6,21.4,36.9,10.9,True
2019_Phoenix Suns,2019,Phoenix Suns,24.705882352941178,200.36117647058822,95.78795764705882,107.5,116.8,-9.299999999999997,40.4,23.9,8.9,5.1,15.2,23.6,31.3,9.1,False
2019_Portland Trail Blazers,2019,Portland Trail Blazers,25.1875,202.40625,98.9681045,114.7,110.5,4.200000000000003,47.5,22.5,6.7,5.0,13.2,20.7,35.8,11.7,True
2019_Sacramento Kings,2019,Sacramento Kings,25.470588235294116,200.5105882352941,97.41555247058824,114.2,115.3,-1.0999999999999943,45.4,25.4,8.3,4.4,12.9,21.4,34.4,11.0,False
2019_San Antonio Spurs,2019,San Antonio Spurs,27.333333333333332,201.84533333333331,99.48784533333334,111.7,110.0,1.7000000000000028,44.7,24.3,6.0,4.7,11.5,18.2,35.4,9.3,True
2019_Toronto Raptors,2019,Toronto Raptors,27.333333333333332,198.96666666666667,97.01828888888889,114.4,108.4,6.0,44.5,24.8,8.2,5.2,12.9,21.4,35.2,9.3,True
2019_Utah Jazz,2019,Utah Jazz,27.294117647058822,200.36117647058822,100.85751529411765,111.7,106.5,5.200000000000003,46.4,25.8,8.1,5.9,14.7,21.1,36.3,10.1,True
2019_Washington Wizards,2019,Washington Wizards,26.894736842105264,201.32842105263157,99.93347957894737,114.0,116.9,-2.9000000000000057,42.3,26.3,8.3,4.6,13.6,20.7,32.6,9.7,False
2020_Atlanta Hawks,2020,Atlanta Hawks,25.38888888888889,200.23666666666668,98.37906488888888,111.8,119.7,-7.900000000000006,43.3,24.0,7.8,5.1,15.7,23.1,33.4,9.9,False
2020_Brooklyn Nets,2020,Brooklyn Nets,25.5,199.13600000000002,98.542862,111.8,112.3,-0.5,47.7,24.5,6.4,4.5,14.5,21.0,37.1,10.6,True
2020_Boston Celtics,2020,Boston Celtics,24.705882352941178,197.67176470588237,101.97815435294117,113.7,107.3,6.400000000000006,45.9,22.9,8.0,5.5,13.1,21.7,35.6,10.3,True
2020_Charlotte Hornets,2020,Charlotte Hornets,24.428571428571427,198.8457142857143,98.5266622857143,102.9,109.6,-6.699999999999989,42.8,23.8,6.6,4.2,13.9,18.8,31.8,11.0,False
2020_Chicago Bulls,2020,Chicago Bulls,24.235294117647058,201.10823529411766,99.44337552941177,106.8,109.9,-3.1000000000000085,41.9,23.2,10.0,4.1,14.6,21.8,31.4,10.5,False
2020_Cleveland Cavaliers,2020,Cleveland Cavaliers,24.166666666666668,198.12,102.38579422222222,106.9,114.8,-7.8999999999999915,44.2,23.1,6.9,3.2,16.5,18.3,33.4,10.8,False
2020_Dallas Mavericks,2020,Dallas Mavericks,27.0,199.95444444444445,99.18545066666667,117.0,112.1,4.900000000000006,46.7,24.4,6.2,4.8,12.2,19.7,36.3,10.3,True
2020_Denver Nuggets,2020,Denver Nuggets,25.8,200.82933333333332,101.60460800000001,111.3,109.2,2.0999999999999943,43.4,25.9,7.6,4.5,13.1,20.8,33.0,10.4,True
2020_Detroit Pistons,2020,Detroit Pistons,25.05263157894737,196.5157894736842,93.10572631578948,107.2,110.8,-3.5999999999999943,41.7,24.1,7.4,4.5,14.6,19.7,32.0,9.8,False
2020_Golden State Warriors,2020,Golden State Warriors,24.875,197.16750000000002,95.991407,106.3,115.0,-8.700000000000003,42.8,25.6,8.2,4.6,14.3,20.1,32.9,9.9,False
2020_Houston Rockets,2020,Houston Rockets,29.055555555555557,197.69666666666666,98.25306711111111,117.8,114.8,3.0,43.5,21.6,8.8,4.9,14.0,21.8,34.2,9.3,True
2020_Indiana Pacers,2020,Indiana Pacers,24.88235294117647,198.71764705882353,96.4283228235294,109.4,107.5,1.9000000000000057,42.5,25.7,7.5,5.2,12.8,20.0,33.9,8.6,True
2020_Los Angeles Clippers,2020,Los Angeles Clippers,26.75,198.755,98.316066,116.3,109.9,6.3999999999999915,47.1,23.3,7.1,4.5,13.6,22.3,36.6,10.5,True
2020_Los Angeles Lakers,2020,Los Angeles Lakers,28.625,198.91375,100.073735,113.4,107.6,5.800000000000011,45.4,25.4,8.5,6.3,14.6,21.2,34.7,10.6,True
2020_Memphis Grizzlies,2020,Memphis Grizzlies,24.63157894736842,199.72421052631577,98.78756294736843,112.6,113.7,-1.1000000000000085,46.6,27.0,7.8,5.5,14.6,21.2,36.2,10.4,False
2020_Miami Heat,2020,Miami Heat,26.764705882352942,199.1658823529412,99.52342117647059,112.0,109.1,2.9000000000000057,43.7,25.7,7.4,4.4,13.6,20.4,35.4,8.3,True
2020_Milwaukee Bucks,2020,Milwaukee Bucks,29.0625,199.23125,102.171598,118.7,108.6,10.100000000000009,51.1,25.7,7.2,5.7,14.6,19.9,41.7,9.5,True
2020_Minnesota Timberwolves,2020,Minnesota Timberwolves,23.823529411764707,198.12,98.18932705882354,113.3,117.5,-4.200000000000003,44.9,23.8,8.6,5.7,14.7,21.4,34.3,10.6,False
2020_New Orleans Pelicans,2020,New Orleans Pelicans,25.0,197.32625000000002,98.826357,115.8,117.1,-1.2999999999999972,46.5,26.8,7.5,5.0,15.9,21.2,35.4,11.1,False
2020_New York Knicks,2020,New York Knicks,24.75,197.8025,98.202668,105.8,112.3,-6.5,46.5,22.1,7.6,4.7,13.9,22.2,34.5,12.0,False
2020_Oklahoma City Thunder,2020,Oklahoma City Thunder,24.41176470588235,199.1658823529412,98.21600894117648,110.4,108.4,2.0,43.5,21.4,7.4,4.8,13.3,19.1,35.2,8.3,True
2020_Orlando Magic,2020,Orlando Magic,26.05263157894737,199.7242105263158,96.32861684210526,107.3,108.3,-1.0,44.4,23.9,8.1,5.3,12.3,18.5,34.4,10.1,True
2020_Philadelphia 76ers,2020,Philadelphia 76ers,25.941176470588236,199.0164705882353,99.14987482352942,110.7,108.4,2.299999999999997,45.5,25.4,7.9,5.3,13.4,21.0,34.9,10.6,True
2020_Phoenix Suns,2020,Phoenix Suns,24.166666666666668,198.68444444444447,95.07792311111112,113.6,113.4,0.19999999999998863,43.6,27.2,7.6,4.0,14.2,22.0,33.8,9.8,False
2020_Portland Trail Blazers,2020,Portland Trail Blazers,25.0,202.01466666666664,100.30431093333333,115.0,116.1,-1.0999999999999943,45.1,20.4,6.4,6.0,12.7,21.9,34.9,10.1,True
2020_Sacramento Kings,2020,Sacramento Kings,25.11764705882353,199.7635294117647,98.24269082352941,110.1,112.1,-2.0,42.6,23.8,7.7,4.1,13.7,22.2,32.9,9.7,False
2020_San Antonio Spurs,2020,San Antonio Spurs,25.75,199.39000000000001,99.22325,114.1,115.2,-1.1000000000000085,44.6,24.7,7.3,5.5,12.2,19.4,35.6,9.0,False
2020_Toronto Raptors,2020,Toronto Raptors,25.555555555555557,198.2611111111111,96.53949733333334,112.8,106.5,6.299999999999997,45.3,25.2,8.6,5.0,13.8,21.8,36.0,9.3,True
2020_Utah Jazz,2020,Utah Jazz,25.666666666666668,196.28555555555556,98.35386533333333,111.3,108.8,2.5,44.6,22.3,6.1,4.0,14.2,20.3,35.4,9.1,True
2020_Washington Wizards,2020,Washington Wizards,25.210526315789473,197.71894736842106,96.92544842105262,114.4,119.1,-4.699999999999989,42.1,25.0,8.0,4.3,13.5,22.7,31.9,10.2,False
